GGP,SO,TAXON,CHEBI,GO,CL,DNA,CELL_TYPE,CELL_LINE,RNA,PROTEIN,DISEASE,CHEMICAL,AMINO_ACID,ANATOMICAL_SYSTEM,CANCER,CELL,CELLULAR_COMPONENT,DEVELOPING_ANATOMICAL_STRUCTURE,GENE_OR_GENE_PRODUCT,IMMATERIAL_ANATOMICAL_ENTITY,MULTI_TISSUE_STRUCTURE,ORGAN,ORGANISM,ORGANISM_SUBDIVISION,ORGANISM_SUBSTANCE,PATHOLOGICAL_FORMATION,SIMPLE_CHEMICAL,TISSUE,label_fake
0,1,1,15,0,0,0,0,1,0,0,8,12,0,0,0,0,0,0,1,0,0,1,11,0,0,0,12,0,0
0,18,23,10,4,10,0,4,2,2,11,7,1,1,0,2,10,3,0,5,0,1,0,17,2,0,0,3,0,0
1,0,8,4,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,9,0,0,0,1,0,0
0,8,9,2,3,0,1,0,0,0,0,2,2,0,0,1,0,0,0,2,0,0,1,19,0,0,0,1,0,0
0,5,43,13,0,2,0,0,5,1,3,14,2,7,0,2,8,1,1,3,0,0,1,33,0,0,1,2,0,0
4,9,32,23,18,3,3,2,3,2,30,20,16,2,0,1,6,3,0,15,1,1,5,33,0,0,4,12,0,0
0,3,17,1,0,10,1,3,1,0,2,22,2,1,0,2,9,2,0,5,0,6,6,23,2,0,0,11,2,1
6,3,26,54,2,17,3,15,2,0,24,19,32,0,0,6,24,2,0,9,1,0,0,12,1,0,3,23,0,1
1,15,23,4,0,0,3,0,0,0,9,13,3,1,0,4,3,10,0,13,1,1,1,25,0,0,1,6,0,1
0,3,35,2,2,0,0,0,0,0,4,22,0,0,0,7,4,2,0,9,0,0,1,27,0,0,2,1,2,1
0,3,29,6,0,0,2,0,1,0,9,18,8,0,0,6,6,0,0,7,0,3,4,34,2,0,1,7,1,1
1,1,19,8,0,2,1,0,0,0,8,15,2,2,0,4,6,1,0,5,1,1,4,24,1,0,2,10,0,1
12,13,21,78,2,14,5,2,2,0,24,53,87,0,0,7,27,3,0,34,2,9,12,25,2,0,0,80,2,1
0,3,20,5,2,0,0,0,0,0,3,22,5,0,0,1,3,0,0,5,0,0,5,25,1,0,0,5,0,1
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1
0,3,15,1,0,0,0,0,0,0,3,9,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,1
10,9,33,7,0,0,7,2,5,0,44,20,1,0,0,5,6,1,0,4,0,0,0,30,0,0,2,4,0,1
0,3,42,44,10,6,1,0,0,0,8,67,45,0,0,6,6,2,0,3,0,7,4,42,0,0,10,51,0,0
1,1,44,15,0,0,0,0,0,0,8,117,7,0,0,13,0,3,0,10,0,6,13,41,9,0,10,5,1,0
1,3,52,32,1,1,1,0,0,0,13,40,11,0,1,4,4,9,0,3,2,6,11,34,0,0,6,21,4,0
2,2,8,12,1,1,0,1,0,0,16,51,8,0,0,4,5,1,0,9,0,3,19,14,1,0,1,6,0,0
0,0,33,27,10,1,0,0,1,0,14,67,8,1,0,2,0,2,0,6,2,9,8,31,5,0,9,27,3,0
0,0,6,0,0,0,0,0,0,0,4,15,1,0,0,3,0,0,0,0,0,0,2,31,0,0,2,0,1,0
0,0,7,12,0,3,0,0,0,0,0,11,17,0,0,1,3,0,0,1,0,1,1,2,0,0,1,18,0,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,5,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0
0,0,3,0,0,0,0,0,0,0,0,31,0,0,0,1,0,0,0,2,0,1,4,6,3,0,1,0,0,0
0,0,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1,8,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
0,0,1,2,0,0,0,0,0,0,1,14,2,0,0,1,0,0,0,0,0,0,3,8,0,0,0,2,0,0
0,0,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,2,0,0
0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0
0,0,7,0,4,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,1,0,8,0,0,2,0,0,0
0,1,2,9,0,0,0,0,0,0,2,7,8,0,0,0,0,0,0,0,0,0,3,10,0,0,0,9,1,0
0,7,30,13,0,0,8,0,0,0,49,40,17,1,0,3,3,11,0,5,1,6,3,28,1,0,4,25,0,1
1,2,84,14,0,2,7,2,1,0,11,53,6,1,0,5,7,3,0,3,0,0,5,56,0,0,1,7,1,1
1,0,1,21,0,0,0,0,0,0,6,3,21,0,0,1,1,0,0,2,0,0,0,6,0,0,0,23,0,0
0,1,0,36,0,0,0,0,0,0,1,13,20,0,0,3,0,1,0,1,0,1,3,7,2,0,1,20,1,1
0,2,19,3,0,0,1,0,0,0,4,7,0,0,0,3,1,1,0,0,0,1,2,14,1,0,0,1,0,1
0,1,10,0,0,0,1,0,0,0,1,4,0,0,0,1,0,0,0,1,0,0,0,3,0,0,1,0,0,1
0,0,9,17,0,0,0,0,1,0,1,5,22,0,0,0,0,0,0,0,0,0,2,6,1,0,0,18,0,1
0,1,15,2,2,0,9,0,0,0,20,5,4,5,0,2,3,2,0,11,0,8,0,28,4,0,2,2,0,1
0,1,8,3,0,0,1,0,0,0,3,2,0,0,0,2,0,0,0,1,0,0,0,13,0,0,2,1,0,1
0,7,56,1,0,0,2,0,2,0,1,21,0,0,0,1,0,0,0,1,0,0,3,30,1,0,0,0,0,0
2,1,25,2,0,0,0,0,0,0,4,3,2,0,0,0,0,1,0,1,1,1,0,14,0,0,0,1,0,1
2,9,42,28,1,1,1,1,0,0,6,18,9,0,0,4,1,1,0,7,1,2,2,23,3,0,4,10,1,1
0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
0,0,18,2,0,0,1,0,0,0,2,12,0,1,1,1,0,0,0,0,0,0,3,14,0,0,0,0,0,1
0,1,7,2,0,0,0,0,0,0,3,9,1,1,0,0,1,0,0,1,0,0,0,8,1,0,2,1,0,1
0,0,2,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,38,75,0,1,0,0,0,0,8,49,82,0,0,6,10,0,0,2,3,1,10,25,4,0,0,72,1,1
0,0,15,0,0,0,1,0,0,0,6,8,0,0,0,1,0,0,0,2,0,0,2,13,1,0,0,0,0,1
0,0,6,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
0,5,41,4,0,2,3,1,1,0,4,32,2,0,0,0,3,2,0,2,0,1,7,20,2,0,0,2,0,1
0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,14,55,8,0,3,7,3,0,0,7,6,1,0,0,2,4,0,0,3,0,2,1,30,0,0,0,0,0,0
1,1,19,1,0,0,1,0,0,0,32,7,12,1,0,0,3,0,0,16,0,0,0,35,2,0,0,12,0,1
0,0,3,0,2,0,0,0,0,0,2,0,0,0,0,0,2,4,0,0,0,0,0,3,0,0,1,0,0,1
2,4,26,0,0,0,0,0,0,0,2,7,0,2,0,0,0,0,0,3,0,0,0,24,0,0,0,2,0,1
0,0,6,14,0,0,1,0,0,0,1,2,16,0,0,0,2,0,0,0,2,0,0,15,1,0,1,16,0,1
2,1,45,79,5,19,0,8,0,0,27,34,73,0,0,2,21,9,0,4,5,0,0,45,1,0,0,77,4,1
3,9,36,14,4,15,1,2,0,0,7,28,7,0,0,0,17,4,0,3,0,3,2,14,1,0,0,6,1,0
0,4,53,3,1,0,2,0,4,0,6,61,0,0,0,3,2,4,0,5,1,4,5,47,1,0,3,2,0,0
0,0,16,0,0,0,0,0,0,0,1,19,0,0,0,2,0,0,0,0,0,1,2,18,0,0,0,0,0,1
0,1,13,0,0,0,0,0,0,0,1,15,0,0,0,1,0,0,0,3,0,5,3,14,0,0,0,0,0,1
0,0,8,0,1,0,3,0,0,0,1,4,1,1,0,1,0,1,0,1,0,0,0,11,0,0,0,1,0,1
0,0,9,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,2,13,0,0,0,0,0,1
0,0,2,14,0,0,1,0,0,0,0,6,12,0,0,0,0,0,0,3,0,0,0,10,0,0,1,10,0,1
0,1,5,12,0,2,0,2,2,0,2,7,12,1,0,0,4,0,0,3,0,0,2,8,1,0,0,10,1,1
0,0,6,19,0,4,1,0,0,0,3,3,18,0,0,0,5,0,0,1,0,0,1,10,0,0,0,12,0,1
0,0,4,7,0,0,0,0,0,0,1,8,13,0,0,0,0,1,0,0,0,0,0,14,0,0,3,14,0,1
0,0,2,6,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,1,0,0,0,8,0,0,0,7,0,1
0,0,5,8,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,2,0,0,0,6,1,0,0,6,0,1
1,0,3,2,0,0,0,0,0,0,7,8,1,1,0,0,1,0,0,4,0,0,0,5,0,0,0,3,0,0
0,0,27,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,1
0,1,28,1,0,0,0,1,2,0,3,36,2,0,0,3,1,1,0,5,0,2,1,32,0,0,0,0,0,1
0,1,7,1,0,0,0,0,0,0,5,6,1,0,0,1,0,0,0,4,0,0,1,9,0,0,0,3,0,1
0,1,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
13,43,57,19,1,17,11,12,0,0,59,37,12,9,0,3,20,5,0,22,0,1,4,58,0,0,1,3,5,1
0,19,11,3,0,0,8,0,0,0,5,8,1,0,0,1,0,2,0,0,0,0,0,7,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,36,66,7,1,0,11,0,0,0,13,26,2,0,0,1,1,0,0,3,1,0,4,45,0,0,1,5,0,1
0,19,46,15,0,1,4,0,0,0,6,16,12,6,0,1,1,0,0,0,0,0,1,28,0,0,0,6,0,1
0,13,9,4,0,0,4,0,0,0,5,7,1,0,0,1,0,2,0,0,0,0,0,6,0,0,0,0,0,0
4,3,79,43,0,3,0,0,0,0,6,42,43,1,0,2,8,1,0,12,4,3,8,33,3,0,0,36,0,1
